,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
22,22,30486.06562,28497.08718,7899.209064,8817.358483,16827.3145,11063.94976,13676.36823,31115.15417,32711.03739,26143.18959,11959.98343,24702.72005,19504.44744,20981.40005,26379.25394,24512.47778,34347.88188,38691.67114,41600.47639,45363.08115,5318.454704,3963.824139,0,3892.025121,5309.028009,7104.814691,8770.481481,10546.87212,11701.97549,12203.99007,13258.5442,13952.31166,17602.10151,17255.00806,18499.90014,19716.17049,22612.91067,24116.87573,24449.03529,34568.94733,13425.55114,6072.017774,6149.191664,7839.062715,7920.793641,9434.717432,11460.54126,13803.40748,14467.42504,16048.49922,16723.67459,18200.1296,19222.33503,19997.00246,21082.74716,22274.85239,25469.93507,29653.60542,31557.74447,32545.84304,14674.69448,14266.2161,11329.96864,13522.83732,12604.29966,14809.86163,16637.45165,16302.29611,16021.89109,19117.24794,18956.53431,18150.54865,18827.11185,18814.81468,20081.84623,20334.00814,21590.55579,24301.37845,27684.43889,32669.02737,25543.0733,23271.78546,22648.69049,20875.13941,17984.88647,20029.21248,18955.32358,19392.875,20950.84152,20830.75056,21529.73073,20214.46137,21542.57497,23903.60444,22642.8917,21327.03525,24676.45052,23810.72176,25439.73221,26506.53263
23,23,32982.28932,31033.85671,11318.03353,10935.36985,17776.97275,11289.85188,13770.90688,31613.55287,33220.23092,26504.92571,10893.45804,24164.50733,17826.08409,18503.93301,24025.60413,21545.19625,31494.82862,35926.80907,38630.61792,42673.85998,8840.545072,7055.85665,3892.025121,0,1785.861097,3219.386956,6131.811921,8157.439645,9057.285228,8940.062971,10001.34354,10246.79218,14496.22826,13752.59585,14759.1839,16028.65429,18857.65489,20522.11956,20821.03489,30826.65457,16765.24058,7336.304039,6364.892283,7088.157396,5334.556459,5671.093861,7816.059204,9977.219202,10575.78689,12156.59833,12868.87368,14308.2631,15333.35761,16135.17224,17197.39353,18386.46163,21588.57101,25790.65841,27682.38128,28706.19689,15903.29585,13776.90518,9155.90738,11469.4686,10031.94003,12475.70434,14124.32771,13349.27847,12692.9468,15997.66433,15804.28961,14671.10661,15392.47152,15189.38481,16598.93195,16677.83005,17801.1131,20426.26265,23812.70171,28777.01094,27052.35226,24565.57809,23718.75185,21084.52618,17235.5978,19074.83609,17481.73724,17600.12628,18575.47164,17931.13727,18638.29303,16990.59902,18426.67907,20985.62498,19415.66443,17935.88109,21431.81343,20311.25463,21914.53576,22915.43486
24,24,32957.41005,31040.70632,12092.7501,10991.78952,17111.11563,10465.1496,12820.3512,30650.20918,32254.80033,25513.30175,9568.768806,22862.25172,16226.40633,16748.56273,22278.52569,19759.85435,29708.99784,34142.07919,36846.9811,40891.02419,10477.6655,8767.364384,5309.028009,1785.861097,0,2477.730998,4427.452029,6475.144853,7310.625332,7164.870138,8227.468295,8646.000169,12713.98398,12043.02764,13191.19958,14417.23125,17303.90542,18857.97121,19174.39389,29261.53369,18475.4099,9096.174045,8029.314236,8516.65044,6112.369523,5145.805713,7397.088511,9137.558786,9372.24197,10976.9298,11905.4426,13117.86218,14186.2974,14746.7929,15896.68836,17104.78484,20259.10509,24395.51187,26323.1813,27259.99195,17592.96131,15105.64385,9924.289641,12223.40954,10531.6419,13049.51561,14554.90956,13490.18813,12519.06511,15960.22057,15741.77255,14305.07373,15066.1216,14636.97881,16205.64844,16067.85092,16962.76467,19345.02792,22736.35301,27543.60316,28752.09486,26236.91822,25353.71917,22541.223,18436.20062,20183.50474,18399.2277,18370.43026,19023.96046,18042.30794,18747.5937,16850.19462,18363.35345,21052.94887,19247.34479,17626.40911,21231.62562,19867.31409,21431.34246,22348.98706
25,25,35422.64504,33510.20521,14407.99583,13469.50141,19370.81493,12672.20463,14905.77487,32639.03737,34238.20212,27488.18174,11289.62793,24464.70504,17271.54271,17119.03691,22659.42852,19562.29217,29536.53014,34031.77284,36513.3883,40822.74754,11852.72116,9948.332365,7104.814691,3219.386956,2477.730998,0,5566.373835,7521.940724,7987.581705,7003.610781,7995.830356,7482.084424,12497.04139,11234.69685,11861.40473,13202.52335,15910.42446,17790.75965,18043.2866,27864.74028,19563.55918,9341.398258,7891.71999,7740.646452,4518.778828,2668.910892,4919.380253,6798.118969,7380.906202,8950.300123,9660.411418,11100.97513,12117.60307,13017.10397,14023.23634,15202.08177,18421.72793,22657.96689,24525.34361,25609.81205,17283.32133,13916.75117,8082.908671,10308.72506,8416.986583,10954.10338,12334.99915,11115.96435,10053.99996,13516.39686,13292.36632,11828.54633,12588.49646,12188.24487,13731.75822,13637.09336,14636.49119,17207.31666,20594.35351,25570.49109,28401.4093,25783.82384,24778.06406,21518.26875,16988.43625,18586.15781,16579.51474,16397.35813,16788.46261,15639.45394,16342.43384,14384.5774,15909.93581,18629.7139,16776.38822,15148.75159,18756.95365,17401.18393,18972.67376,19910.34014
26,26,31732.68152,29918.10093,13515.16007,10805.17714,14684.2197,8061.606879,9888.63013,27308.54797,28897.53338,22158.46719,5864.931754,18908.95851,11847.08042,12401.62363,17906.37231,15742.08847,25599.70446,29975.14541,32833.44167,36683.44607,14080.5579,12639.78307,8770.481481,6131.811921,4427.452029,5566.373835,0,2052.870606,2968.979526,3832.477738,4784.674178,6671.47796,8874.519795,9012.820136,10955.54705,11888.25331,14955.61545,15895.87434,16303.78937,26643.47303,22192.31678,13460.87783,12455.44793,12874.21922,10042.56946,7492.720083,9473.628872,9967.17677,9051.076301,10538.3832,12069.37589,12449.83555,13592.20145,13231.61025,14661.94132,15885.25833,18752.77905,22544.69275,24574.82161,25163.88068,22016.70784,19344.48257,13644.81024,15848.29087,13868.67147,16394.17546,17626.35021,16101.49761,14575.75128,18125.45743,17864.67165,15843.2939,16654.59376,15716.16452,17587.88063,16928.37104,17167.52485,18723.00853,22029.9476,26223.26729,33173.42506,30664.15083,29778.00562,26866.81594,22523.50319,24149.5061,22130.0705,21889.99155,22012.67717,20433.83974,21116.07248,18768.57068,20393.14557,23281.47675,21026.45182,19144.40537,22886.38205,20993.53495,22416.09181,23100.22823
27,27,31188.22055,29434.45436,14441.17496,11152.81787,13733.51947,7417.970386,8795.363399,25746.37038,27321.95255,20613.79334,4453.379182,17065.71008,9803.589316,10464.09114,15932.77286,14064.05534,23816.73545,28145.44055,31101.19046,34819.65862,15809.25153,14475.49476,10546.87212,8157.439645,6475.144853,7521.940724,2052.870606,0,1336.963349,3492.257726,4101.651238,6791.105363,7455.862754,8226.211994,10581.38153,11296.82512,14377.68317,14930.06464,15386.93442,25757.51789,23910.81581,15469.10203,14498.51101,14924.0708,12029.71565,9213.119588,11033.41938,11097.42178,9777.579105,11120.25349,12841.49487,12836.0455,13970.76184,13165.6924,14694.4809,15892.22902,18552.94267,22110.60749,24172.11067,24573.05338,24055.50077,21369.97932,15561.82474,17727.09026,15684.48509,18190.45035,19330.39726,17674.5011,15988.61959,19521.53414,19249.01874,17047.87555,17863.03577,16749.06351,18702.66092,17849.58496,17809.50683,18959.90438,22174.94698,26022.04444,35208.72859,32708.31805,31828.37496,28908.02351,24508.6572,26098.78973,24014.2405,23710.29343,23659.85567,21885.76845,22553.76232,20067.56048,21714.52006,24650.6535,22247.24622,20288.06219,24040.69423,21958.56425,23306.46805,23885.50699
28,28,32157.08033,30433.24866,15778.11943,12444.40181,14547.39379,8462.934815,9580.206706,26036.42051,27594.69079,20937.46065,5157.01257,17042.6795,9322.050785,9447.993245,14969.48525,12830.94677,22647.93996,27011.67004,29902.27086,33715.36997,16995.16702,15596.20969,11701.97549,9057.285228,7310.625332,7987.581705,2968.979526,1336.963349,0,2568.581256,2937.907084,5882.311125,6132.54186,6941.759102,9395.181056,10042.24404,13115.5945,13601.65332,14063.07796,24431.99553,25105.54703,16393.58008,15322.95054,15595.34344,12498.55401,9342.545072,10971.62403,10686.48954,9124.893743,10359.6361,12169.98888,11949.91103,13070.73138,12072.71998,13631.74958,14813.00295,17388.40305,20869.80842,22936.97843,23293.4141,24887.53023,21904.24257,15877.20689,17972.00687,15853.01981,18320.28695,19345.63528,17562.59284,15743.04258,19240.20662,18959.21998,16629.20546,17442.07683,16210.22166,18208.70093,17230.08072,17023.25564,17965.02861,21130.38952,24843.24003,36049.19146,33510.49331,32586.60305,29496.6805,24925.6705,26437.72695,24246.35189,23851.56326,23597.23472,21642.13365,22295.1297,19704.35981,21361.94129,24326.70137,21814.43055,19806.74829,23552.48628,21347.91371,22643.38401,23156.72986
29,29,34659.21089,32915.79014,17345.36556,14451.9877,17104.33451,10904.49547,12139.27377,28467.41923,30013.12578,23394.93484,7720.027762,19259.78638,11118.47237,10187.85633,15703.72481,12647.74599,22621.48987,27090.95193,29704.57409,33868.82925,17506.21918,15895.41004,12203.99007,8940.062971,7164.870138,7003.610781,3832.477738,3492.257726,2568.581256,0,1063.484683,3327.847868,5573.197834,5192.6304,7201.668781,8067.422851,11143.21746,12092.48103,12487.27544,22814.75661,25577.73682,16109.25729,14811.69101,14737.99411,11311.9984,7680.013298,8974.606849,8303.479939,6591.714205,7793.163259,9620.653355,9396.139703,10522.5691,9686.65155,11204.96721,12406.10652,15117.5762,18788.73491,20834.18897,21358.23892,24278.87883,20693.34106,14350.25531,16305.60696,14095.77817,16479.94636,17343.3325,15419.56159,13470.11356,16915.54292,16628.08125,14202.50991,15011.00658,13709.03029,15728.18759,14691.20127,14454.79987,15472.82988,18682.71393,22594.4256,35404.5926,32785.63479,31766.39579,28340.36271,23482.66163,24857.05069,22512.3174,21989.41594,21478.90971,19343.33173,19980.58802,17309.50157,18970.90542,21951.6143,19364.86324,17330.55137,21066.82642,18808.49582,20087.7764,20589.98791
30,30,35072.87193,33359.10091,18260.28384,15220.1622,17401.8328,11400.81348,12437.51829,28330.23676,29859.09515,23299.20752,8019.339546,18943.34412,10607.19087,9317.48712,14798.93956,11606.40295,21583.08613,26060.31408,28650.68217,32843.26914,18563.99034,16958.40096,13258.5442,10001.34354,8227.468295,7995.830356,4784.674178,4101.651238,2937.907084,1063.484683,0,3174.288001,4528.121558,4240.824401,6481.320787,7224.669498,10308.86663,11111.23564,11522.32356,21872.93904,26638.82678,17153.25102,15835.92888,15712.89345,12232.38834,8490.16984,9615.02776,8648.65833,6708.219643,7739.000548,9649.46408,9151.895094,10251.75291,9136.268493,10701.41785,11878.02464,14463.39764,18017.27689,20075.58891,20520.73399,25279.06296,21577.74576,15157.72396,17053.74685,14815.51737,17151.77671,17927.41417,15922.39411,13881.66741,17264.32568,16971.55186,14447.75447,15246.93395,13838.90404,15887.53591,14728.54195,14306.19954,15060.73409,18202.3353,21926.82407,36392.53934,33761.69723,32725.95872,29228.38737,24293.7036,25617.62936,23215.65005,22634.97996,21979.29387,19708.93067,20329.88261,17582.3276,19243.2788,22234.89429,19561.42483,17491.92397,21203.34995,18832.99523,20052.96196,20483.68943
31,31,37977.38597,36225.44736,19977.97454,17475.98299,20428.44804,14208.32684,15461.91783,31492.67765,33016.62539,26470.30498,11039.31931,22028.98657,13548.4249,11547.24826,16777.33347,12720.40104,22556.78304,27091.53044,29313.64093,33892.89122,19085.10465,17283.69921,13952.31166,10246.79218,8646.000169,7482.084424,6671.47796,6791.105363,5882.311125,3327.847868,3174.288001,0,6085.90207,3905.159309,4554.669738,5781.919696,8669.912997,10316.87707,10589.16459,20616.70832,26972.26651,16795.87865,15257.23523,14716.45754,10998.81142,6939.154133,7398.475384,5803.330825,3619.111915,4564.723618,6484.440407,6069.161925,7194.724238,6561.570767,8000.76321,9220.404004,12098.07526,15997.695,17997.07299,18742.43662,24345.35778,19973.43171,13321.61022,14972.35376,12680.16907,14838.11767,15384.83339,13229.17776,11048.49457,14315.78771,14017.77311,11398.27951,12185.33296,10705.43398,12766.33295,11559.63816,11162.7401,12177.61363,15426.53837,19559.68397,35297.83214,32591.5619,31450.56699,27582.62177,22357.76882,23496.4721,20934.78846,20202.74247,19239.54092,16771.19554,17369.39515,14546.84118,16202.30884,19197.36845,16457.37607,14368.83408,18062.50292,15660.61888,16879.93667,17325.96034
32,32,36273.32636,34704.85798,21852.1636,18241.93569,18439.26072,13527.41937,13730.34587,27257.18919,28692.18295,22498.54328,9753.778539,17313.83982,8587.128433,5556.713984,10691.95412,7078.440922,17055.68956,21538.29735,24135.75777,28326.28938,22920.55423,21386.84143,17602.10151,14496.22826,12713.98398,12497.04139,8874.519795,7455.862754,6132.54186,5573.197834,4528.121558,6085.90207,0,3110.874668,5957.376091,5689.354629,8322.773133,7881.433074,8415.592698,18643.26937,31023.57322,21680.56669,20358.45649,20177.42525,16616.5664,12712.75658,13455.86384,11802.07315,9430.528316,9798.099757,11770.23697,10337.59021,11204.44973,8971.14271,10569.00044,11509.17844,13246.03434,15971.34948,18044.29401,18004.82154,29773.46316,25854.06419,19290.27127,21026.00023,18740.743,20923.61483,21444.46888,19237.76344,16978.5977,20074.3327,19771.49148,17004.53572,17744.50785,16033.14527,18102.26155,16554.86077,15445.23343,15026.15624,17700.70265,20356.49903,40864.75316,38214.04063,37147.58995,33496.39635,28383.3052,29568.01159,27020.48131,26279.02251,25191.06341,22522.46647,23078.27336,20134.2056,21754.30688,24726.15108,21802.09131,19662.41768,23191.34889,20463.18129,21420.34071,21555.00648
33,33,38553.63228,36913.43443,22501.07527,19378.20547,20726.20849,15214.85139,15852.59474,30252.45384,31706.66137,25425.465,11578.69701,20372.52371,11647.44283,8557.013796,13366.3843,8903.583093,18666.30741,23203.30747,25411.55864,30002.17191,22510.11992,20802.66989,17255.00806,13752.59585,12043.02764,11234.69685,9012.820136,8226.211994,6941.759102,5192.6304,4240.824401,3905.159309,3110.874668,0,2956.085775,3152.655727,6189.347273,6905.694901,7294.651647,17633.31092,30513.67215,20576.07706,19088.11235,18611.18793,14902.56003,10843.84846,11166.21339,9140.70882,6688.398347,6821.107889,8759.879252,7229.736319,8095.832201,5984.856119,7606.948209,8630.047772,10734.65153,13966.93845,16041.98253,16351.76397,28243.66074,23835.824,17152.51,18702.51472,16405.2894,18439.19733,18793.06699,16504.62896,14176.57102,17142.10232,16838.43134,14027.8152,14747.86374,12989.08996,15049.45054,13461.82879,12338.90993,12094.08108,14932.81767,18087.03278,39202.83077,36494.93486,35347.91764,31422.27728,26113.87393,27159.19306,24510.57531,23665.98253,22367.29,19576.61818,20111.933,17134.76444,18738.33175,21695.85444,18739.09419,16596.56907,20097.21293,17353.55694,18312.14425,18464.27296
34,34,41352.83451,39683.48088,24423.50843,21652.88655,23557.30455,17830.53335,18644.0045,33188.64844,34634.88149,28377.31308,14299.08945,23270.80254,14543.39705,11129.09071,15469.55881,10408.32258,19570.62534,24082.36945,25869.54001,30817.55795,23598.65855,21764.4731,18499.90014,14759.1839,13191.19958,11861.40473,10955.54705,10581.38153,9395.181056,7201.668781,6481.320787,4554.669738,5957.376091,2956.085775,0,1471.123263,4115.373088,6095.39083,6258.524376,16072.57227,31421.23411,21041.98758,19413.04301,18621.585,14848.02522,10795.25546,10506.88973,7965.074694,5587.943335,5036.225639,6716.616722,4713.64892,5393.854619,3031.639193,4651.263168,5685.276219,7997.616615,11592.8138,13633.35843,14237.53025,28144.45027,23203.86523,16484.58781,17735.99179,15472.86701,17232.45322,17303.06648,14905.91654,12491.439,15115.19771,14813.4665,11934.02159,12586.58805,10704.80946,12706.50738,10959.12577,9578.491606,9137.995817,12012.08504,15448.47803,38872.40341,36113.88004,34879.35262,30642.34707,25119.604,25956.42101,23180.52506,22179.83652,20517.82361,17491.16841,17972.3457,14936.06902,16478.46847,19375.17992,16329.31259,14191.02726,17547.95503,14692.06418,15551.87119,15624.04328
35,35,41676.58405,40047.94026,25401.40559,22441.00705,23839.13625,18364.75923,18987.13148,32896.35172,34311.44529,28177.92446,14730.01416,22884.74282,14190.72254,10427.00437,14428.31071,9186.765478,18158.19813,22659.95043,24406.40967,29381.94436,24866.8593,23061.34561,19716.17049,16028.65429,14417.23125,13202.52335,11888.25331,11296.82512,10042.24404,8067.422851,7224.669498,5781.919696,5689.354629,3152.655727,1471.123263,0,3084.200728,4649.236094,4849.118639,14873.44571,32740.79399,22434.68528,20824.1269,20067.12096,16294.49656,12231.72353,11977.7144,9425.241532,7058.396338,6449.476135,8036.770589,5868.42498,6371.111889,3590.227126,5059.682133,5876.958439,7632.424515,10830.7478,12902.04606,13298.25165,29603.79377,24673.7332,17955.08957,19192.99091,16934.25099,18667.08281,18694.14181,16281.71812,13857.60577,16368.91841,16069.2696,13180.31327,13800.98145,11877.51751,13832.09398,12000.67241,10398.32266,9414.200228,12011.3726,14939.69454,40342.57235,37584.65433,36350.44633,32105.02309,26568.97196,27381.92648,24589.98286,23562.80902,21813.59488,18712.90299,19169.90382,16120.30653,17626.25979,20480.08434,17394.77336,15270.60873,18511.67975,15573.8023,16320.18783,16275.58286
36,36,44556.38886,42958.09164,28462.13615,25524.36234,26712.09111,21391.40221,21914.42864,35122.30694,36487.27504,30548.54553,17719.61012,25021.57424,16468.8487,12246.27096,15346.18875,9737.379437,17424.22205,21789.54802,23055.89192,28345.23763,27692.88846,25841.17882,22612.91067,18857.65489,17303.90542,15910.42446,14955.61545,14377.68317,13115.5945,11143.21746,10308.86663,8669.912997,8322.773133,6189.347273,4115.373088,3084.200728,0,3157.241955,2949.852737,11969.27229,35471.89864,24984.32552,23310.0484,22379.34,18618.41625,14642.8975,14033.21195,11248.51036,9143.722452,8093.95098,9171.671226,6716.615809,6691.528434,3809.905706,4402.954142,4560.36813,5057.272503,7783.335776,9861.34728,10216.15722,31768.8483,26485.55592,19838.22488,20810.49087,18631.0028,20080.64021,19825.52487,17368.14672,14946.31098,16932.11363,16646.60017,13799.23477,14289.01899,12296.49169,14031.67938,12022.89113,9929.463292,7832.178723,9804.617165,12040.44183,42288.92569,39503.16539,38205.96982,33727.31823,28050.65575,28656.51662,25773.01639,24597.64951,22456.33106,19115.96188,19480.8664,16445.13747,17799.7263,20469.4855,17320.39209,15288.79062,18128.36734,15043.1832,15492.26603,15181.85888
37,37,43901.71742,42394.9422,29332.73184,25992.46717,26139.53823,21405.89169,21550.17032,33376.71063,34674.56902,29019.69443,17634.95058,23246.87185,15018.87901,10426.56096,12683.96577,7026.296013,14270.92925,18654.19544,20044.74224,25246.71629,29335.09985,27575.37982,24116.87573,20522.11956,18857.97121,17790.75965,15895.87434,14930.06464,13601.65332,12092.48103,11111.23564,10316.87707,7881.433074,6905.694901,6095.39083,4649.236094,3157.241955,0,602.7552337,10834.19751,37276.70966,27062.4214,25465.3486,24714.45804,20941.30168,16880.86578,16564.84423,13911.75686,11628.06765,10815.02647,12113.97669,9703.618451,9792.889072,6840.316671,7560.066221,7654.278171,7362.271618,8609.385557,10599.99912,10225.91675,34237.43807,29199.50729,22498.73807,23620.85846,21395.65513,22981.43868,22827.01183,20376.61783,17945.32149,20053.52268,19765.37255,16903.5471,17414.52444,15424.71017,17183.44392,15179.28565,13072.18004,10725.11721,12211.15584,13263.47257,44927.20875,42159.19829,40902.20367,36552.23823,30936.21189,31625.06722,28769.02086,27636.15191,25574.66743,22259.19604,22631.3949,19591.76865,20955.48604,23624.76487,20474.9385,18446.0217,21255.23851,18157.04872,18542.04092,18152.77196
38,38,44483.1302,42971.1936,29766.74097,26474.21027,26712.50212,21930.74376,22106.72357,33976.24335,35272.15266,29622.37444,18164.74927,23846.73589,15620.70247,11028.52437,13216.93901,7564.961085,14509.2943,18849.73387,20122.38602,25395.40566,29646.74565,27868.40024,24449.03529,20821.03489,19174.39389,18043.2866,16303.78937,15386.93442,14063.07796,12487.27544,11522.32356,10589.16459,8415.592698,7294.651647,6258.524376,4849.118639,2949.852737,602.7552337,0,10371.37837,37561.28136,27283.40536,25667.32175,24871.43343,21097.8965,17052.72123,16658.78603,13960.99765,11723.59215,10837.75661,12055.49237,9619.876624,9639.513809,6727.133001,7326.137622,7332.527952,6851.27912,8006.637409,9998.334162,9648.857183,34363.03269,29245.13862,22559.14603,23628.06941,21418.96355,22950.32962,22745.15284,20290.05506,17863.18449,19881.38589,19596.15863,16748.71737,17237.84674,15244.99871,16963.84389,14942.57885,12780.12032,10305.24709,11689.61482,12662.17152,45002.9854,42228.4822,40957.32979,36557.6525,30914.44544,31563.10211,28691.50938,27532.62062,25405.76505,22056.80052,22413.67037,19383.42466,20720.20303,23355.06502,20203.38483,18194.74266,20935.78509,17826.98172,18168.51799,17744.22305
39,39,54015.79164,52617.75702,40129.93526,36824.15771,36484.76941,32152.19638,32106.57201,41769.21186,42871.96854,37989.13319,28369.81867,31892.24812,24651.5093,19860.55409,19606.47383,15077.52235,15251.04994,17948.38495,16951.09355,22846.33021,39662.06531,37804.84445,34568.94733,30826.65457,29261.53369,27864.74028,26643.47303,25757.51789,24431.99553,22814.75661,21872.93904,20616.70832,18643.26937,17633.31092,16072.57227,14873.44571,11969.27229,10834.19751,10371.37837,0,47413.81185,36826.15028,35107.22974,34017.04401,30309.19623,26452.65457,25557.61103,22663.34203,20862.53787,19570.56934,20062.9628,17710.2742,17145.96511,15098.51023,14620.06062,13759.24407,10765.81354,6832.144121,6531.237387,4153.905178,43136.04723,37388.86847,30999.6337,31555.86087,29571.9739,30526.23281,29793.39243,27412.02885,25178.58898,26038.03084,25809.88723,23363.05561,23552.481,21719.69799,22768.73489,20757.83811,18191.36363,14354.36985,12966.73697,9059.55458,53216.06816,50405.84962,49009.77092,44161.86079,38342.48818,38527.1193,35559.12923,34132.75026,31273.07654,27668.28533,27789.83711,25113.44484,25972.5895,27896.21218,24966.89607,23445.50037,24863.56149,21909.34069,21439.18123,20385.68127
40,40,32833.40515,30893.14318,12992.54553,17532.85062,25877.19028,22363.74266,24730.16886,39750.70977,41227.75671,35419.45991,24526.28322,35756.67026,32221.04534,34247.73772,39523.73823,37930.70158,47726.1507,52026.38015,55006.31025,58644.55407,8112.100885,9711.062229,13425.55114,16765.24058,18475.4099,19563.55918,22192.31678,23910.81581,25105.54703,25577.73682,26638.82678,26972.26651,31023.57322,30513.67215,31421.23411,32740.79399,35471.89864,37276.70966,37561.28136,47413.81185,0,10896.35226,12727.15788,14406.33546,17606.51279,21078.5245,22409.45032,25257.0559,26658.95164,28095.74958,28182.744,30164.54299,31019.37283,32433.32278,33246.53662,34348.84276,37616.84793,41952.54662,43706.39484,44992.03386,10534.07979,15925.83663,18686.23645,19745.30948,20444.95161,21363.92303,23225.40095,24275.44265,25235.38067,27165.2426,27140.14467,27626.98543,28053.90751,28831.96299,29369.15369,30368.9212,32290.46724,35664.17212,38899.14955,44336.18396,16715.15123,15619.35858,15945.25089,17700.98467,18897.9225,20972.24521,21828.57636,23145.83571,26230.49452,27876.90888,28449.41689,28488.22432,29260.0929,30617.50688,30654.77492,30118.14987,32558.69913,32845.80451,34476.40346,35799.33775
41,41,35392.6898,33379.91298,12281.09305,14546.66208,22831.98579,17123.62907,19734.92849,37159.30396,38751.75144,32207.11092,17710.82873,30696.69169,25003.51421,25839.68899,31361.59606,28756.98545,38729.75325,43189.35545,45791.12259,49954.5045,5285.767892,3669.309297,6072.017774,7336.304039,9096.174045,9341.398258,13460.87783,15469.10203,16393.58008,16109.25729,17153.25102,16795.87865,21680.56669,20576.07706,21041.98758,22434.68528,24984.32552,27062.4214,27283.40536,36826.15028,10896.35226,0,1835.617666,3754.09208,6715.494733,10373.55175,11536.78169,14410.15829,15968.66119,17335.17623,17311.46646,19359.29472,20174.96293,21749.90122,22464.06029,23536.48816,26803.22779,31157.7713,32870.75441,34229.43187,8732.96513,8656.961212,8220.102072,9820.636199,9928.257369,11391.70121,13334.26942,13876.92186,14516.56059,16826.98818,16754.57945,16894.06284,17384.07011,18015.43442,18705.36968,19563.77647,21414.15262,24768.43588,28005.38338,33443.85814,19802.62392,17401.67786,16680.46813,14828.69681,12424.87751,14569.89665,14029.16977,14821.65293,17124.2763,17952.53179,18596.75791,18104.12213,19095.54587,20913.98254,20408.86285,19601.27096,22397.57827,22298.0728,23948.5048,25212.6074
42,42,36258.447,34252.36372,13205.36782,14932.92078,22939.95487,16927.91635,19518.55215,37165.39698,38766.30329,32144.64761,17123.31997,30289.57888,24190.12316,24729.44622,30271.29321,27434.02202,37411.53778,41895.8295,44405.10787,48678.78591,6780.140953,4911.660964,6149.191664,6364.892283,8029.314236,7891.71999,12455.44793,14498.51101,15322.95054,14811.69101,15835.92888,15257.23523,20358.45649,19088.11235,19413.04301,20824.1269,23310.0484,25465.3486,25667.32175,35107.22974,12727.15788,1835.617666,0,2115.424515,4900.80748,8669.740219,9732.665605,12618.3244,14244.99367,15579.21874,15503.67414,17581.70314,18379.34581,20016.22856,20692.75169,21752.56489,25017.00226,29376.62048,31073.91515,32458.09342,9565.393422,8117.024496,6527.088911,8297.306831,8195.664183,9820.113771,11759.20601,12152.43031,12707.99161,15104.37389,15020.55576,15079.74029,15582.31248,16185.57701,16903.28016,17735.16764,19578.54932,22941.02749,26172.48288,31619.8887,20726.57443,18209.83373,17354.30356,14942.01491,11842.49138,13908.4648,13028.18353,13658.08127,15714.25718,16327.22983,16985.15461,16365.91416,17405.90312,19324.497,18695.6173,17829.19382,20697.46988,20515.41425,22167.86068,23419.36472
43,43,38198.61912,36197.48397,15212.25744,16651.78745,24408.50858,18178.10223,20727.02788,38504.83198,40110.07008,33435.13331,17978.58546,31252.26205,24718.78311,24852.35573,30395.69511,27206.63071,37157.72319,41672.83409,44020.06419,48472.90695,8887.542123,7025.692379,7839.062715,7088.157396,8516.65044,7740.646452,12874.21922,14924.0708,15595.34344,14737.99411,15712.89345,14716.45754,20177.42525,18611.18793,18621.585,20067.12096,22379.34,24714.45804,24871.43343,34017.04401,14406.33546,3754.09208,2115.424515,0,3773.68279,7844.607721,8464.845264,11369.64413,13238.48159,14448.16278,14145.50518,16352.00987,17066.09784,18929.67391,19470.95564,20475.70685,23719.42367,28088.90772,29716.41739,31201.94542,9635.183648,6713.381634,4466.350369,6182.213387,6178.201388,7707.57567,9648.064272,10123.39889,10844.40862,13073.04441,13002.04823,13233.1973,13690.39022,14427.28246,15010.66172,15962.67548,17926.25628,21417.42265,24580.88291,30109.23088,20687.33281,18049.12754,17038.94032,14026.27279,10291.39759,12258.76603,11126.29558,11653.4544,13610.00486,14231.33337,14884.67489,14352.25667,15345.39581,17218.40518,16654.97868,15865.88505,18645.47424,18571.45389,20219.07253,21497.92085
44,44,38157.925,36191.13707,15817.57253,16153.93966,23079.72008,16514.1187,18918.21777,36758.16037,38363.25595,31623.84572,15615.24609,28874.69507,21790.31529,21496.82167,27015.20407,23590.45933,33510.73093,38036.37121,40312.32369,44839.44719,10965.81334,8926.649723,7920.793641,5334.556459,6112.369523,4518.778828,10042.56946,12029.71565,12498.55401,11311.9984,12232.38834,10998.81142,16616.5664,14902.56003,14848.02522,16294.49656,18618.41625,20941.30168,21097.8965,30309.19623,17606.51279,6715.494733,4900.80748,3773.68279,0,4083.630928,4834.952637,7730.50834,9485.34239,10743.50935,10603.05145,12706.96672,13484.46667,15211.38064,15823.82627,16867.46047,20128.5402,24492.12959,26176.6152,27583.62927,13357.17,9419.09528,3839.812173,6153.884882,4760.318495,7150.388368,8853.276746,8382.799707,8305.375754,11223.54725,11075.86217,10583.13446,11181.06258,11519.93409,12481.76089,13075.57754,14775.00666,18059.56137,21315.60963,26729.93987,24312.34589,21625.97164,20533.32614,17047.44325,12481.71734,14131.85933,12286.98786,12300.82408,13276.05688,12913.91052,13614.57039,12361.55703,13640.30967,15987.06903,14779.76572,13596.18151,16814.62612,16185.98671,17836.62728,19003.03048
